Folder,Status,PDFs Found,PDFs Copied
TG3G3XRV,no_pdfs,0,0
TC4FVLXY,processed,1,1
TAYQA5NG,processed,1,1
TGJSDJNZ,no_pdfs,0,0
TFFWXMK2,processed,1,1
TFE6EL3R,processed,1,1
TAHPUJ42,processed,1,1
TGJAMQL3,processed,1,1
TJXTZUT9,no_pdfs,0,0
TK5FS7UY,no_pdfs,0,0
TKH9IXN7,processed,1,1
TJV4YG7R,processed,1,1
TJKPLNUM,processed,1,1
tmp-08usR7,no_pdfs,0,0
TKHZV2C9,processed,1,1
TH5I8QL5,processed,1,1
tmp-0GXuY1,no_pdfs,0,0
THY2E27K,processed,1,1
tmp-0uTyIt,no_pdfs,0,0
TLYLZ9LE,no_pdfs,0,0
TJ282JGV,processed,1,1
tmp-17NY23,no_pdfs,0,0
tmp-09Yvmf,no_pdfs,0,0
tmp-1JtamY,no_pdfs,0,0
tmp-1MEEYD,no_pdfs,0,0
tmp-1qB1S1,no_pdfs,0,0
tmp-1WuYuu,no_pdfs,0,0
tmp-1QXhLH,no_pdfs,0,0
tmp-2BJRYC,no_pdfs,0,0
tmp-23INKE,no_pdfs,0,0
tmp-30HqjM,no_pdfs,0,0
tmp-2Nsgzs,no_pdfs,0,0
tmp-32e32I,no_pdfs,0,0
tmp-3SQZM2,no_pdfs,0,0
tmp-3vCewE,no_pdfs,0,0
tmp-3lzR4k,no_pdfs,0,0
tmp-4l9kzc,no_pdfs,0,0
tmp-4LXgi2,no_pdfs,0,0
tmp-4OgrhI,no_pdfs,0,0
tmp-4jFBY4,no_pdfs,0,0
tmp-5aWLju,no_pdfs,0,0
tmp-5vOkwt,no_pdfs,0,0
tmp-4wXGJD,no_pdfs,0,0
tmp-5YJDYr,no_pdfs,0,0
tmp-5NUHRQ,no_pdfs,0,0
tmp-6IRha4,no_pdfs,0,0
tmp-70WgzT,no_pdfs,0,0
tmp-6CWhEu,no_pdfs,0,0
tmp-7bpPrN,no_pdfs,0,0
tmp-6DQ79H,no_pdfs,0,0
tmp-8n49Na,no_pdfs,0,0
tmp-7xSKp6,no_pdfs,0,0
tmp-8hAfzX,no_pdfs,0,0
tmp-7HYF9z,no_pdfs,0,0
tmp-8tvVdy,no_pdfs,0,0
tmp-8vfcc2,no_pdfs,0,0
tmp-8XMi2k,no_pdfs,0,0
tmp-9oYBeX,no_pdfs,0,0
tmp-ADp5Pc,no_pdfs,0,0
tmp-aFRCZo,no_pdfs,0,0
tmp-aw1jnx,no_pdfs,0,0
tmp-aSlTqZ,no_pdfs,0,0
tmp-BMGsrY,no_pdfs,0,0
tmp-bzbYCn,no_pdfs,0,0
tmp-bc51Lb,no_pdfs,0,0
tmp-c3WmKB,no_pdfs,0,0
tmp-D0fU43,no_pdfs,0,0
tmp-CfTgbY,no_pdfs,0,0
tmp-CEgXM1,no_pdfs,0,0
tmp-dBFqSO,no_pdfs,0,0
tmp-dTszpY,no_pdfs,0,0
tmp-e9yeqa,no_pdfs,0,0
tmp-dozN3u,no_pdfs,0,0
tmp-EAJNKW,no_pdfs,0,0
tmp-Dhn7za,no_pdfs,0,0
tmp-dUR74J,no_pdfs,0,0
tmp-e61Gmy,no_pdfs,0,0
tmp-eHQMeY,no_pdfs,0,0
tmp-eP33B7,no_pdfs,0,0
tmp-eRGR5n,no_pdfs,0,0
tmp-eTeRer,no_pdfs,0,0
tmp-F0OloD,no_pdfs,0,0
tmp-FjNYPT,no_pdfs,0,0
tmp-FfPv8k,no_pdfs,0,0
tmp-fDNDjt,no_pdfs,0,0
tmp-GdfQUg,no_pdfs,0,0
tmp-fNcDOd,no_pdfs,0,0
tmp-FjYMBK,no_pdfs,0,0
tmp-fVfh9z,no_pdfs,0,0
tmp-g2BQ2u,no_pdfs,0,0
tmp-gUYeQC,no_pdfs,0,0
tmp-gEXtMa,no_pdfs,0,0
tmp-h8iBoy,no_pdfs,0,0
tmp-HfSKi8,no_pdfs,0,0
tmp-hGmXG5,no_pdfs,0,0
tmp-hSgLyK,no_pdfs,0,0
tmp-hqt0OS,no_pdfs,0,0
tmp-HsMTlL,no_pdfs,0,0
tmp-hu47K2,no_pdfs,0,0
tmp-hUoizO,no_pdfs,0,0
tmp-Hr7NMk,no_pdfs,0,0
tmp-IUPAPC,no_pdfs,0,0
tmp-IdoKSW,no_pdfs,0,0
tmp-iVBrNx,no_pdfs,0,0
tmp-innwFh,no_pdfs,0,0
tmp-j14Zg1,no_pdfs,0,0
tmp-IBZQY1,no_pdfs,0,0
tmp-jcvUhw,no_pdfs,0,0
tmp-j5htHi,no_pdfs,0,0
tmp-j6YGWc,no_pdfs,0,0
tmp-jp8jhH,no_pdfs,0,0
tmp-jPL0SR,no_pdfs,0,0
tmp-Jjiyjy,no_pdfs,0,0
tmp-JPrPdd,no_pdfs,0,0
tmp-jqTqfj,no_pdfs,0,0
tmp-Ku4EE2,no_pdfs,0,0
tmp-Ko1HI1,no_pdfs,0,0
tmp-kgsFmf,no_pdfs,0,0
tmp-k0Vx88,no_pdfs,0,0
tmp-Kkk8Ze,no_pdfs,0,0
tmp-lhPOrA,no_pdfs,0,0
tmp-LMiapF,no_pdfs,0,0
tmp-l8x49p,no_pdfs,0,0
tmp-lyYD7Z,no_pdfs,0,0
tmp-LZmOLm,no_pdfs,0,0
tmp-mlF6oO,no_pdfs,0,0
tmp-MQDmLf,no_pdfs,0,0
tmp-nS4aTq,no_pdfs,0,0
tmp-MmlNei,no_pdfs,0,0
tmp-N8rfN1,no_pdfs,0,0
tmp-OfDGgQ,no_pdfs,0,0
tmp-NydKHM,no_pdfs,0,0
tmp-nXkFHS,no_pdfs,0,0
tmp-OPohVm,no_pdfs,0,0
tmp-oFSSeU,no_pdfs,0,0
tmp-OvLVik,no_pdfs,0,0
tmp-oy1kg8,no_pdfs,0,0
tmp-Owx0Zp,no_pdfs,0,0
tmp-p5QNbu,no_pdfs,0,0
tmp-Pmt52u,no_pdfs,0,0
tmp-pp92ao,no_pdfs,0,0
tmp-PpVkvk,no_pdfs,0,0
tmp-pWLRMH,no_pdfs,0,0
tmp-qQJfTa,no_pdfs,0,0
tmp-qqZQSg,no_pdfs,0,0
tmp-qE5FNX,no_pdfs,0,0
tmp-pS6lnT,no_pdfs,0,0
tmp-qTMTIX,no_pdfs,0,0
tmp-QwYce6,no_pdfs,0,0
tmp-qXRfkL,no_pdfs,0,0
tmp-R4uVin,no_pdfs,0,0
tmp-QZW72E,no_pdfs,0,0
tmp-qVYeue,no_pdfs,0,0
tmp-qXxabP,no_pdfs,0,0
tmp-RCPqXl,no_pdfs,0,0
tmp-rpPFq2,no_pdfs,0,0
tmp-rLyNK0,no_pdfs,0,0
tmp-sEwG4I,no_pdfs,0,0
tmp-SA99r9,no_pdfs,0,0
tmp-snS4JZ,no_pdfs,0,0
tmp-SPPXAm,no_pdfs,0,0
tmp-RTrxKA,no_pdfs,0,0
tmp-rVEHF3,no_pdfs,0,0
tmp-sql6xt,no_pdfs,0,0
tmp-ST3vJ3,no_pdfs,0,0
tmp-TCMDrx,no_pdfs,0,0
tmp-tSJVFH,no_pdfs,0,0
tmp-ucjrco,no_pdfs,0,0
tmp-sTg5Sl,no_pdfs,0,0
tmp-uOiWkY,no_pdfs,0,0
tmp-UEGONj,no_pdfs,0,0
tmp-UTdyi1,no_pdfs,0,0
tmp-uQbYr0,no_pdfs,0,0
tmp-v3yFNb,no_pdfs,0,0
tmp-uV744V,no_pdfs,0,0
tmp-veT03P,no_pdfs,0,0
tmp-vn2gC3,no_pdfs,0,0
tmp-vFmK2B,no_pdfs,0,0
tmp-VPecqU,no_pdfs,0,0
tmp-VtIkZv,no_pdfs,0,0
tmp-VLc4Br,no_pdfs,0,0
tmp-vzhkFz,no_pdfs,0,0
tmp-w91bXQ,no_pdfs,0,0
tmp-wN0bPM,no_pdfs,0,0
tmp-wdR23i,no_pdfs,0,0
tmp-wdUQND,no_pdfs,0,0
tmp-x00tX9,no_pdfs,0,0
tmp-Xb8Wbi,no_pdfs,0,0
tmp-xaptrW,no_pdfs,0,0
tmp-XGWXQU,no_pdfs,0,0
tmp-wSL6Id,no_pdfs,0,0
tmp-XkjYT3,no_pdfs,0,0
tmp-x1i5nq,no_pdfs,0,0
tmp-wSmzt4,no_pdfs,0,0
tmp-XouviA,no_pdfs,0,0
tmp-xn9Gaf,no_pdfs,0,0
tmp-XRDhWH,no_pdfs,0,0
tmp-XUJgyr,no_pdfs,0,0
tmp-ybBFWz,no_pdfs,0,0
tmp-yO424D,no_pdfs,0,0
tmp-YF8Vh8,no_pdfs,0,0
tmp-yFNJlv,no_pdfs,0,0
tmp-Zghy3z,no_pdfs,0,0
tmp-yYgsBu,no_pdfs,0,0
tmp-zid7lO,no_pdfs,0,0
tmp-zvyJV2,no_pdfs,0,0
tmp-zzLHeN,no_pdfs,0,0
TN3SWHIY,processed,1,1
TUBPUTXP,no_pdfs,0,0
TSV9HLAF,processed,1,1
TVFTUPVK,no_pdfs,0,0
TUI34QVN,processed,1,1
TWXVL9Z9,no_pdfs,0,0
TXID6AF5,processed,1,1
TPPH7BSP,processed,1,1
TMYTZ8RK,processed,1,1
TSRBYLVA,processed,1,1
TWAUFP53,processed,1,1
TZJL8ADJ,processed,1,1
TYG48KKB,processed,1,1
U33APFU8,processed,1,1
U5Z2FM3N,no_pdfs,0,0
U64PPHTD,no_pdfs,0,0
TR9BQJJW,processed,1,1
U4KMFE5E,processed,1,1
TYRJ6HIC,processed,1,1
TYNT9ZFV,processed,1,1
U7CXD8I2,processed,1,1
U3UHGN72,processed,1,1
U8XNMKTB,no_pdfs,0,0
U7T7E4VH,no_pdfs,0,0
U7XYWVWW,processed,1,1
U9FSC9KP,no_pdfs,0,0
U967KAUC,processed,1,1
U8K4UKD8,processed,1,1
U9FSZMNA,processed,1,1
U9EZKRBT,processed,1,1
U9UZNY7M,processed,1,1
UCTD2N8V,processed,1,1
UBUSUNU4,processed,1,1
UBEPM388,processed,1,1
UBT8PTP3,processed,1,1
UE7EM7VW,no_pdfs,0,0
UDTM4YVN,no_pdfs,0,0
UE8V285J,no_pdfs,0,0
UAA2AHRS,processed,1,1
UE6459KL,processed,1,1
U9CG3A9T,processed,1,1
UEF3YXV6,no_pdfs,0,0
UEKKHWL9,processed,1,1
UDQWL254,processed,1,1
UGS59HWS,processed,1,1
UKCL9EK8,processed,1,1
ULEZS5BE,no_pdfs,0,0
ULT4T5MQ,no_pdfs,0,0
UM58P39D,processed,1,1
UJWSLRPL,processed,1,1
UFMFDDTB,processed,1,1
UML4XHSM,processed,1,1
UP2M79ZT,no_pdfs,0,0
UQIGAIBG,processed,1,1
UP73CK5S,processed,1,1
UR3DBL5T,no_pdfs,0,0
URLXSQGL,no_pdfs,0,0
UTC96IYF,no_pdfs,0,0
UU65E44H,processed,1,1
UU66LX7B,no_pdfs,0,0
UVJM6I5G,no_pdfs,0,0
UG8ZNVHQ,processed,1,1
UMGYZ8UH,processed,1,1
UYF87P9N,processed,1,1
UQZYJM2Q,processed,1,1
V294PLN7,no_pdfs,0,0
UZLNNBP7,no_pdfs,0,0
UZW4IXEV,processed,1,1
V29MJSLQ,processed,1,1
V4378W9Z,no_pdfs,0,0
V53CN7UZ,processed,1,1
V7FGG5EW,no_pdfs,0,0
V7UQCB9L,processed,1,1
V9896ZLY,no_pdfs,0,0
V4PJ4MBF,processed,1,1
VAVT52JK,no_pdfs,0,0
VCIJGFFH,no_pdfs,0,0
VA7YSXJ4,processed,1,1
V3EM2GV2,processed,1,1
VD8PMHFI,processed,1,1
VDKY8CY4,no_pdfs,0,0
UTUW8SBG,processed,1,1
VF4EGT6G,processed,1,1
VFQ6PRV9,no_pdfs,0,0
VDAT8X85,processed,1,1
VFCSJZJL,processed,1,1
VGF4Z47J,no_pdfs,0,0
VGMKXT7Y,processed,1,1
VI3H4BMD,processed,1,1
UX8692T7,processed,1,1
VG943FKQ,processed,1,1
VHYEB2K7,processed,1,1
VJ5QX9RH,no_pdfs,0,0
VIPLRLIF,no_pdfs,0,0
UJUX9YY3,processed,1,1
VJ7KYZIX,processed,1,1
VJFL2GN2,no_pdfs,0,0
VILYYDTB,processed,1,1
VMRDLM3S,no_pdfs,0,0
VMS8BYR3,no_pdfs,0,0
VJD3VAHH,processed,1,1
VHYX6WWT,processed,1,1
VPVZIFXI,processed,1,1
VNLRNTX5,processed,1,1
VI9Y8YFP,processed,1,1
VQKVAYC3,processed,1,1
VQAB27D3,processed,1,1
VSUP7KTD,no_pdfs,0,0
VRGMSZPM,processed,1,1
VTNQMWSI,no_pdfs,0,0
VTMPQ39U,processed,1,1
VU6Q83MH,no_pdfs,0,0
VLXA9EUQ,processed,1,1
VUYK9WVN,processed,1,1
VUBRKBVE,processed,1,1
VJD7VW4H,processed,1,1
VTZS5QAA,processed,1,1
VWPDDVTS,no_pdfs,0,0
VUSWGLCD,processed,1,1
VW84LKKR,no_pdfs,0,0
VYIU38KT,no_pdfs,0,0
VYQ7QTSN,no_pdfs,0,0
VZ3VHCCR,no_pdfs,0,0
VXT5UAQJ,processed,1,1
VYTIX9BB,processed,1,1
W2A2643L,processed,1,1
W2KMAK7F,no_pdfs,0,0
W33G2PBD,processed,1,1
W4HYZ2IB,processed,1,1
VV7ELUC3,processed,1,1
VQ3LWDUH,processed,1,1
W6HE6IRU,no_pdfs,0,0
W3JQSBAL,processed,1,1
W6DIZ54N,processed,1,1
W558TCKX,processed,1,1
W79ZU9CH,processed,1,1
W5J2F882,processed,1,1
VWH5TVYY,processed,1,1
W7RQI2T8,no_pdfs,0,0
W84LX8D5,no_pdfs,0,0
W8G5EMVD,no_pdfs,0,0
W6RWUDDA,processed,1,1
W9FDE95M,processed,1,1
WAKK3JP8,no_pdfs,0,0
W9EGGM58,processed,1,1
W7AP3498,processed,1,1
WALB9M77,processed,1,1
W9USYEDJ,processed,1,1
WBLEKIQJ,processed,1,1
W7L8F9P2,processed,1,1
WBECBNPQ,processed,1,1
WALRCCTI,processed,1,1
W88ZW2DQ,processed,1,1
WBP6GV9V,processed,1,1
WCZUYQI4,no_pdfs,0,0
WCSHFH6V,no_pdfs,0,0
WDQFHFGF,no_pdfs,0,0
WCEKF5D9,processed,1,1
WDWNWV3D,processed,1,1
WDXTCJWM,no_pdfs,0,0
WE3J4SGI,no_pdfs,0,0
WFI9UVDQ,no_pdfs,0,0
WEUJFY5L,processed,1,1
WFTUWHC2,processed,1,1
WGII6Q5H,no_pdfs,0,0
WHJ5GQC5,no_pdfs,0,0
WIMH8FZQ,no_pdfs,0,0
WIW2C2RT,no_pdfs,0,0
WCVMYSGS,processed,1,1
WJQHYXWE,no_pdfs,0,0
WIZXZT2A,processed,1,1
WJW3JF2D,processed,1,1
WEWL8WYA,processed,1,1
WGFRAIHZ,processed,1,1
WB7AMKTI,processed,1,1
WMT3QGJA,no_pdfs,0,0
WN2WMG94,processed,1,1
WMYJAW8D,processed,1,1
WPGGGVHE,processed,1,1
WPSR326X,processed,1,1
WQDCJBWJ,processed,1,1
WJXGDNR2,processed,1,1
WK6Y8MZL,processed,1,1
WQYVQYQP,no_pdfs,0,0
WKJETHEB,processed,1,1
WREQTH4U,processed,1,1
WQUUIT8R,processed,1,1
WRQ562B3,processed,1,1
WSTPT397,processed,1,1
WSAM7JK4,processed,1,1
WT6YTFAD,processed,1,1
WUB8IHYT,no_pdfs,0,0
WX6MDBUT,no_pdfs,0,0
WXQ8YEB3,no_pdfs,0,0
WYHFBEYV,no_pdfs,0,0
WCX5DNDB,processed,1,1
X2QP4YY5,processed,1,1
WQYY6WZ5,processed,1,1
WT53YIEW,processed,1,1
WQQYK4MK,processed,1,1
X45YDPPX,processed,1,1
X4UBHAEM,no_pdfs,0,0
X5NG9N45,processed,1,1
X5U3NYRK,processed,1,1
X6Y6PRJH,processed,1,1
X4V575MC,processed,1,1
X7SGHDH8,processed,1,1
WZ4U9TCK,processed,1,1
X6MBFAYB,processed,1,1
X6AHWBM8,processed,1,1
X7ZSPYE3,processed,1,1
X8IJQT33,no_pdfs,0,0
X8UJ7N3W,no_pdfs,0,0
XBWUF4BY,no_pdfs,0,0
XCWC4E3Z,processed,1,1
XD9LKXGK,no_pdfs,0,0
XCG3FIJB,processed,1,1
XBM9H9WE,processed,1,1
X9JLB4QB,processed,1,1
XCWHXFSD,processed,1,1
XHWUK7YS,no_pdfs,0,0
XG75FFU7,processed,1,1
XG32JD68,processed,1,1
XGA5PCZT,processed,1,1
XKTEZKDS,no_pdfs,0,0
XK5L7MMD,processed,1,1
WPXIXRFA,processed,1,1
XEED2KH9,processed,1,1
XLB7R6W8,processed,1,1
XK7DMQX5,processed,1,1
XMWT5IBE,processed,1,1
XMLHQIYJ,processed,1,1
XM2LDM4W,processed,1,1
XPX9L39D,processed,1,1
XRGARH5Y,processed,1,1
XRK4BMBZ,processed,1,1
XNX7HHDF,processed,1,1
XQXWZQIU,processed,1,1
XRPXDVAQ,processed,1,1
XSM64PBJ,processed,1,1
XTAHIT4G,no_pdfs,0,0
XNGR37PF,processed,1,1
XTZT5QKE,processed,1,1
XUVTHEZE,no_pdfs,0,0
XVAIPYKS,no_pdfs,0,0
XRUUKNEC,processed,1,1
XTF2ZDCR,processed,1,1
XWLKUANJ,no_pdfs,0,0
XWMTVJC7,no_pdfs,0,0
XUN6425J,processed,1,1
XW7E5HCI,processed,1,1
XVGT6YA5,processed,1,1
XYVFBXFZ,processed,1,1
XYU6APXN,processed,1,1
XZF6P3L2,processed,1,1
XZLZ3EKK,no_pdfs,0,0
XYEQ9B37,processed,1,1
XUQXR7IL,processed,1,1
XV82JQD6,processed,1,1
Y52SUIQC,no_pdfs,0,0
XZHDV73I,processed,1,1
Y2NXMHSJ,processed,1,1
Y56NEGZQ,processed,1,1
Y473BUV5,no_pdfs,0,0
Y9HRXT47,no_pdfs,0,0
YBWIW3VR,no_pdfs,0,0
YEEWH487,no_pdfs,0,0
Y99E7WWW,processed,1,1
Y7TQRFL6,processed,1,1
YG2BJ7GY,no_pdfs,0,0
YFBEEJ2L,processed,1,1
YB9ZCMTM,processed,1,1
YGMDIW2X,processed,1,1
Y4P73KA5,processed,1,1
YGTP3LHM,no_pdfs,0,0
YHWUZEJN,processed,1,1
YJG9PQB5,no_pdfs,0,0
YIX2U2YG,processed,1,1
XXPE7YBQ,processed,1,1
YFJI9FM3,processed,1,1
YJQ5ALGC,no_pdfs,0,0
YKMSC8JB,processed,1,1
YK6BXR47,processed,1,1
YKSMBBLF,no_pdfs,0,0
YLHJ96X9,processed,1,1
YK284YHZ,processed,1,1
YKYV9LWF,processed,1,1
YMD4ZF7C,processed,1,1
YG8T46Y8,processed,1,1
YGRN5G7T,processed,1,1
YNT9XMA7,processed,1,1
YP6KGMKL,processed,1,1
YMXMAWL4,processed,1,1
YQ6ALSVC,processed,1,1
YRU6G75G,processed,1,1
YSEC6XUG,no_pdfs,0,0
YSJT99P3,no_pdfs,0,0
YSR495CX,no_pdfs,0,0
YSS7VWCD,no_pdfs,0,0
YPVM6QK6,processed,1,1
YP84T896,processed,1,1
YTNFKZEX,no_pdfs,0,0
YT2EGGU8,processed,1,1
YU4VU5WA,no_pdfs,0,0
YUKZ9FH8,no_pdfs,0,0
YJGM2MYV,processed,1,1
YU58VAVP,processed,1,1
YRLAIB5D,processed,1,1
YSBKUKDQ,processed,1,1
YVDULXLI,no_pdfs,0,0
YV86VC37,processed,1,1
YUNMVK5H,processed,1,1
YWYCXGBB,processed,1,1
YVND5TBP,processed,1,1
YXRXZYB4,no_pdfs,0,0
YV754UY6,processed,1,1
YX73YTJA,processed,1,1
YY87R9L5,processed,1,1
YXMY7TQK,processed,1,1
YTLGNPMA,processed,1,1
YZ5MNBDL,processed,1,1
YZDDFSB4,no_pdfs,0,0
YZIC6S56,processed,1,1
YZPURVD6,no_pdfs,0,0
YYIUKATK,processed,1,1
YYW6IJV3,processed,1,1
Z3AAACZW,processed,1,1
Z3M4JAM8,no_pdfs,0,0
YYQC59UT,processed,1,1
Z3BRQNPN,processed,1,1
YZVLBXR4,processed,1,1
Z4I42VRS,no_pdfs,0,0
Z4BM5YJC,processed,1,1
Z3MYDG7P,processed,1,1
Z98R8JDT,no_pdfs,0,0
Z42RQL8Z,processed,1,1
Z9TZJB3H,processed,1,1
Z8GUA5JZ,processed,1,1
ZA9DS9BK,processed,1,1
ZCE9BTGG,no_pdfs,0,0
ZCNLG9I7,no_pdfs,0,0
ZCSAM4VC,no_pdfs,0,0
Z8HYCEYT,processed,1,1
YYSIEAZE,processed,1,1
YW78KFH3,processed,1,1
ZA6ZWSFN,processed,1,1
ZCSI82YB,processed,1,1
ZAQZLI6G,processed,1,1
ZFQHJGSM,processed,1,1
ZF9X8P6H,processed,1,1
ZGDSDS3A,no_pdfs,0,0
ZEL792MK,processed,1,1
ZCTHH52Y,processed,1,1
ZE2QLFEM,processed,1,1
ZEQE3YWK,processed,1,1
ZH5GLLCH,processed,1,1
ZHQZFL4X,processed,1,1
ZIEDFDAP,processed,1,1
ZI6AW6KU,processed,1,1
ZHB9Z2TV,processed,1,1
ZKZXGM2F,no_pdfs,0,0
ZM2F8E7H,no_pdfs,0,0
ZM434RKS,no_pdfs,0,0
ZJK49LZP,processed,1,1
ZKRM224K,processed,1,1
ZQDZZPLJ,no_pdfs,0,0
ZNF34TBM,no_pdfs,0,0
ZR36MVN8,no_pdfs,0,0
ZKR6QGGI,processed,1,1
ZRD7IJW5,no_pdfs,0,0
ZSMWPGSR,no_pdfs,0,0
ZST63EP9,no_pdfs,0,0
ZSZDUWF2,no_pdfs,0,0
ZRSDFNEY,processed,1,1
ZJJCIDKS,processed,1,1
ZRADRSRS,processed,1,1
ZIJUS3XR,processed,1,1
ZMS2YVGI,processed,1,1
ZT9MDJV3,processed,1,1
ZTA8LIA5,processed,1,1
ZUXY65UF,processed,1,1
ZWZ725YM,processed,1,1
ZUQT3NLG,processed,1,1
ZWE4SLWL,processed,1,1
ZW529PTF,processed,1,1
ZXHYYPKH,processed,1,1
ZZADA44L,processed,1,1
ZZT8BD8M,no_pdfs,0,0
ZX78WK7E,processed,1,1
ZXKG8MBE,processed,1,1
ZY2FTAXD,processed,1,1
ZY7YNZQG,processed,1,1
ZXUJBTJX,processed,1,1
